P,Outcome,Importance Raiting,Satisfaction Raiting
P25,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",1,5
P26,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",1,5
P27,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",5,2
P28,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",1,5
P29,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",4,5
P30,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",4,3
P31,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",1,5
P32,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",4,5
P33,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",5,3
P34,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",4,5
P35,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",4,3
P36,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",5,5
P37,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",5,5
P38,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",4,3
P39,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",1,5
P40,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",5,2
P41,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",5,5
P42,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",1,5
P43,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",4,2
P44,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",3,3
P45,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",1,5
P46,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",1,5
P47,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",4,2
P48,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",5,4
P49,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",3,2
P50,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",4,2
P51,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",1,5
P52,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",1,5
P53,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",5,4
P54,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",3,3
P55,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",4,3
P56,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",1,5
P57,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",1,5
P58,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",1,5
P59,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",1,5
P60,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",1,5
P61,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",1,5
P62,"I can easily identify why my Diff broke trunk (if you haven't experienced this please select ""Not applicable"")",1,5
P1,I can easily determine which signals do not require my attention,3,4
P2,I can easily determine which signals do not require my attention,3,2
P3,I can easily determine which signals do not require my attention,4,2
P4,I can easily determine which signals do not require my attention,4,5
P5,I can easily determine which signals do not require my attention,4,4
P6,I can easily determine which signals do not require my attention,2,5
P7,I can easily determine which signals do not require my attention,3,3
P8,I can easily determine which signals do not require my attention,4,3
P9,I can easily determine which signals do not require my attention,5,2
P10,I can easily determine which signals do not require my attention,3,4
P11,I can easily determine which signals do not require my attention,3,2
P12,I can easily determine which signals do not require my attention,4,4
P13,I can easily determine which signals do not require my attention,4,5
P14,I can easily determine which signals do not require my attention,4,3
P15,I can easily determine which signals do not require my attention,2,4
P16,I can easily determine which signals do not require my attention,3,3
P17,I can easily determine which signals do not require my attention,5,5
P18,I can easily determine which signals do not require my attention,3,2
P19,I can easily determine which signals do not require my attention,5,5
P20,I can easily determine which signals do not require my attention,3,2
P21,I can easily determine which signals do not require my attention,4,2
P22,I can easily determine which signals do not require my attention,2,4
P23,I can easily determine which signals do not require my attention,2,3
P24,I can easily determine which signals do not require my attention,4,2
P25,I can easily determine which signals do not require my attention,4,2
P26,I can easily determine which signals do not require my attention,4,2
P27,I can easily determine which signals do not require my attention,4,2
P28,I can easily determine which signals do not require my attention,3,2
P29,I can easily determine which signals do not require my attention,3,4
P30,I can easily determine which signals do not require my attention,3,3
P31,I can easily determine which signals do not require my attention,3,4
P32,I can easily determine which signals do not require my attention,4,2
P33,I can easily determine which signals do not require my attention,4,2
P34,I can easily determine which signals do not require my attention,4,3
P35,I can easily determine which signals do not require my attention,3,4
P36,I can easily determine which signals do not require my attention,3,3
P37,I can easily determine which signals do not require my attention,4,4
P38,I can easily determine which signals do not require my attention,3,4
P39,I can easily determine which signals do not require my attention,3,2
P40,I can easily determine which signals do not require my attention,4,4
P41,I can easily determine which signals do not require my attention,3,3
P42,I can easily determine which signals do not require my attention,4,4
P43,I can easily determine which signals do not require my attention,4,2
P44,I can easily determine which signals do not require my attention,3,2
P45,I can easily determine which signals do not require my attention,4,2
P46,I can easily determine which signals do not require my attention,4,2
P47,I can easily determine which signals do not require my attention,4,4
P48,I can easily determine which signals do not require my attention,4,1
P49,I can easily determine which signals do not require my attention,4,4
P50,I can easily determine which signals do not require my attention,4,2
P51,I can easily determine which signals do not require my attention,2,3
P52,I can easily determine which signals do not require my attention,3,4
P53,I can easily determine which signals do not require my attention,5,4
P54,I can easily determine which signals do not require my attention,3,2
P55,I can easily determine which signals do not require my attention,4,2
P56,I can easily determine which signals do not require my attention,2,3
P57,I can easily determine which signals do not require my attention,4,3
P58,I can easily determine which signals do not require my attention,4,4
P59,I can easily determine which signals do not require my attention,5,1
P60,I can easily determine which signals do not require my attention,3,4
P61,I can easily determine which signals do not require my attention,4,4
P62,I can easily determine which signals do not require my attention,1,5
P1,I can easily reproduce a failed signal on my Diff,4,4
P2,I can easily reproduce a failed signal on my Diff,3,3
P3,I can easily reproduce a failed signal on my Diff,4,2
P4,I can easily reproduce a failed signal on my Diff,5,4
P5,I can easily reproduce a failed signal on my Diff,4,2
P6,I can easily reproduce a failed signal on my Diff,5,4
P7,I can easily reproduce a failed signal on my Diff,4,2
P8,I can easily reproduce a failed signal on my Diff,3,4
P9,I can easily reproduce a failed signal on my Diff,5,4
P10,I can easily reproduce a failed signal on my Diff,3,3
P11,I can easily reproduce a failed signal on my Diff,3,4
P12,I can easily reproduce a failed signal on my Diff,4,4
P13,I can easily reproduce a failed signal on my Diff,4,3
P14,I can easily reproduce a failed signal on my Diff,4,2
P15,I can easily reproduce a failed signal on my Diff,5,1
P16,I can easily reproduce a failed signal on my Diff,3,4
P17,I can easily reproduce a failed signal on my Diff,5,5
P18,I can easily reproduce a failed signal on my Diff,4,1
P19,I can easily reproduce a failed signal on my Diff,2,2
P20,I can easily reproduce a failed signal on my Diff,4,2
P21,I can easily reproduce a failed signal on my Diff,5,3
P22,I can easily reproduce a failed signal on my Diff,1,5
P23,I can easily reproduce a failed signal on my Diff,1,5
P24,I can easily reproduce a failed signal on my Diff,4,2
P25,I can easily reproduce a failed signal on my Diff,4,4
P26,I can easily reproduce a failed signal on my Diff,3,2
P27,I can easily reproduce a failed signal on my Diff,5,3
P28,I can easily reproduce a failed signal on my Diff,4,4
P29,I can easily reproduce a failed signal on my Diff,3,2
P30,I can easily reproduce a failed signal on my Diff,3,3
P31,I can easily reproduce a failed signal on my Diff,5,3
P32,I can easily reproduce a failed signal on my Diff,1,5
P33,I can easily reproduce a failed signal on my Diff,4,1
P34,I can easily reproduce a failed signal on my Diff,5,2
P35,I can easily reproduce a failed signal on my Diff,3,1
P36,I can easily reproduce a failed signal on my Diff,5,4
P37,I can easily reproduce a failed signal on my Diff,4,2
P38,I can easily reproduce a failed signal on my Diff,4,3
P39,I can easily reproduce a failed signal on my Diff,4,2
P40,I can easily reproduce a failed signal on my Diff,4,2
P41,I can easily reproduce a failed signal on my Diff,3,3
P42,I can easily reproduce a failed signal on my Diff,5,3
P43,I can easily reproduce a failed signal on my Diff,4,2
P44,I can easily reproduce a failed signal on my Diff,3,3
P45,I can easily reproduce a failed signal on my Diff,4,2
P46,I can easily reproduce a failed signal on my Diff,5,4
P47,I can easily reproduce a failed signal on my Diff,4,4
P48,I can easily reproduce a failed signal on my Diff,4,4
P49,I can easily reproduce a failed signal on my Diff,4,5
P50,I can easily reproduce a failed signal on my Diff,4,1
P51,I can easily reproduce a failed signal on my Diff,2,3
P52,I can easily reproduce a failed signal on my Diff,4,2
P53,I can easily reproduce a failed signal on my Diff,5,4
P54,I can easily reproduce a failed signal on my Diff,3,3
P55,I can easily reproduce a failed signal on my Diff,4,3
P56,I can easily reproduce a failed signal on my Diff,4,4
P57,I can easily reproduce a failed signal on my Diff,4,4
P58,I can easily reproduce a failed signal on my Diff,5,3
P59,I can easily reproduce a failed signal on my Diff,4,4
P60,I can easily reproduce a failed signal on my Diff,4,4
P61,I can easily reproduce a failed signal on my Diff,4,2
P62,I can easily reproduce a failed signal on my Diff,4,2
P1,I can easily track the release of my Diff after it landed in trunk,4,4
P2,I can easily track the release of my Diff after it landed in trunk,2,4
P3,I can easily track the release of my Diff after it landed in trunk,4,3
P4,I can easily track the release of my Diff after it landed in trunk,5,4
P5,I can easily track the release of my Diff after it landed in trunk,4,5
P6,I can easily track the release of my Diff after it landed in trunk,4,2
P7,I can easily track the release of my Diff after it landed in trunk,2,5
P8,I can easily track the release of my Diff after it landed in trunk,3,4
P9,I can easily track the release of my Diff after it landed in trunk,5,5
P10,I can easily track the release of my Diff after it landed in trunk,3,5
P11,I can easily track the release of my Diff after it landed in trunk,2,4
P12,I can easily track the release of my Diff after it landed in trunk,5,4
P13,I can easily track the release of my Diff after it landed in trunk,5,5
P14,I can easily track the release of my Diff after it landed in trunk,3,3
P15,I can easily track the release of my Diff after it landed in trunk,3,4
P16,I can easily track the release of my Diff after it landed in trunk,4,5
P17,I can easily track the release of my Diff after it landed in trunk,5,5
P18,I can easily track the release of my Diff after it landed in trunk,2,2
P19,I can easily track the release of my Diff after it landed in trunk,4,2
P20,I can easily track the release of my Diff after it landed in trunk,4,3
P21,I can easily track the release of my Diff after it landed in trunk,4,2
P22,I can easily track the release of my Diff after it landed in trunk,2,4
P23,I can easily track the release of my Diff after it landed in trunk,3,5
P24,I can easily track the release of my Diff after it landed in trunk,4,2
P25,I can easily track the release of my Diff after it landed in trunk,4,3
P26,I can easily track the release of my Diff after it landed in trunk,5,5
P27,I can easily track the release of my Diff after it landed in trunk,4,2
P28,I can easily track the release of my Diff after it landed in trunk,4,5
P29,I can easily track the release of my Diff after it landed in trunk,4,2
P30,I can easily track the release of my Diff after it landed in trunk,4,3
P31,I can easily track the release of my Diff after it landed in trunk,5,4
P32,I can easily track the release of my Diff after it landed in trunk,4,4
P33,I can easily track the release of my Diff after it landed in trunk,5,5
P34,I can easily track the release of my Diff after it landed in trunk,4,3
P35,I can easily track the release of my Diff after it landed in trunk,1,5
P36,I can easily track the release of my Diff after it landed in trunk,5,5
P37,I can easily track the release of my Diff after it landed in trunk,3,4
P38,I can easily track the release of my Diff after it landed in trunk,4,5
P39,I can easily track the release of my Diff after it landed in trunk,5,4
P40,I can easily track the release of my Diff after it landed in trunk,1,5
P41,I can easily track the release of my Diff after it landed in trunk,4,3
P42,I can easily track the release of my Diff after it landed in trunk,5,5
P43,I can easily track the release of my Diff after it landed in trunk,4,2
P44,I can easily track the release of my Diff after it landed in trunk,4,4
P45,I can easily track the release of my Diff after it landed in trunk,4,4
P46,I can easily track the release of my Diff after it landed in trunk,3,4
P47,I can easily track the release of my Diff after it landed in trunk,4,4
P48,I can easily track the release of my Diff after it landed in trunk,3,5
P49,I can easily track the release of my Diff after it landed in trunk,5,5
P50,I can easily track the release of my Diff after it landed in trunk,4,4
P51,I can easily track the release of my Diff after it landed in trunk,1,5
P52,I can easily track the release of my Diff after it landed in trunk,1,5
P53,I can easily track the release of my Diff after it landed in trunk,4,4
P54,I can easily track the release of my Diff after it landed in trunk,5,3
P55,I can easily track the release of my Diff after it landed in trunk,5,5
P56,I can easily track the release of my Diff after it landed in trunk,3,3
P57,I can easily track the release of my Diff after it landed in trunk,4,4
P58,I can easily track the release of my Diff after it landed in trunk,5,5
P59,I can easily track the release of my Diff after it landed in trunk,4,5
P60,I can easily track the release of my Diff after it landed in trunk,4,5
P61,I can easily track the release of my Diff after it landed in trunk,2,5
P62,I can easily track the release of my Diff after it landed in trunk,4,4
P1,The time it takes to know when my Diff caused a regression,3,3
P2,The time it takes to know when my Diff caused a regression,3,3
P3,The time it takes to know when my Diff caused a regression,4,3
P4,The time it takes to know when my Diff caused a regression,5,2
P5,The time it takes to know when my Diff caused a regression,1,5
P6,The time it takes to know when my Diff caused a regression,5,5
P7,The time it takes to know when my Diff caused a regression,3,5
P8,The time it takes to know when my Diff caused a regression,2,3
P9,The time it takes to know when my Diff caused a regression,4,2
P10,The time it takes to know when my Diff caused a regression,3,2
P11,The time it takes to know when my Diff caused a regression,5,3
P12,The time it takes to know when my Diff caused a regression,4,3
P13,The time it takes to know when my Diff caused a regression,5,2
P14,The time it takes to know when my Diff caused a regression,1,5
P15,The time it takes to know when my Diff caused a regression,2,4
P16,The time it takes to know when my Diff caused a regression,3,3
P17,The time it takes to know when my Diff caused a regression,5,5
P18,The time it takes to know when my Diff caused a regression,4,3
P19,The time it takes to know when my Diff caused a regression,5,3
P20,The time it takes to know when my Diff caused a regression,4,3
P21,The time it takes to know when my Diff caused a regression,4,2
P22,The time it takes to know when my Diff caused a regression,1,5
P23,The time it takes to know when my Diff caused a regression,1,5
P24,The time it takes to know when my Diff caused a regression,4,4
P25,The time it takes to know when my Diff caused a regression,3,3
P26,The time it takes to know when my Diff caused a regression,4,2
P27,The time it takes to know when my Diff caused a regression,5,1
P28,The time it takes to know when my Diff caused a regression,4,2
P29,The time it takes to know when my Diff caused a regression,3,3
P30,The time it takes to know when my Diff caused a regression,4,2
P31,The time it takes to know when my Diff caused a regression,5,1
P32,The time it takes to know when my Diff caused a regression,1,5
P33,The time it takes to know when my Diff caused a regression,5,3
P34,The time it takes to know when my Diff caused a regression,5,4
P35,The time it takes to know when my Diff caused a regression,4,2
P36,The time it takes to know when my Diff caused a regression,5,3
P37,The time it takes to know when my Diff caused a regression,5,3
P38,The time it takes to know when my Diff caused a regression,3,3
P39,The time it takes to know when my Diff caused a regression,3,3
P40,The time it takes to know when my Diff caused a regression,3,3
P41,The time it takes to know when my Diff caused a regression,3,3
P42,The time it takes to know when my Diff caused a regression,5,4
P43,The time it takes to know when my Diff caused a regression,4,1
P44,The time it takes to know when my Diff caused a regression,4,4
P45,The time it takes to know when my Diff caused a regression,4,2
P46,The time it takes to know when my Diff caused a regression,1,3
P47,The time it takes to know when my Diff caused a regression,4,2
P48,The time it takes to know when my Diff caused a regression,5,2
P49,The time it takes to know when my Diff caused a regression,3,2
P50,The time it takes to know when my Diff caused a regression,4,2
P51,The time it takes to know when my Diff caused a regression,1,5
P52,The time it takes to know when my Diff caused a regression,4,3
P53,The time it takes to know when my Diff caused a regression,5,4
P54,The time it takes to know when my Diff caused a regression,1,5
P55,The time it takes to know when my Diff caused a regression,4,2
P56,The time it takes to know when my Diff caused a regression,1,5
P57,The time it takes to know when my Diff caused a regression,4,4
P58,The time it takes to know when my Diff caused a regression,1,5
P59,The time it takes to know when my Diff caused a regression,4,2
P60,The time it takes to know when my Diff caused a regression,3,3
P61,The time it takes to know when my Diff caused a regression,4,4
P62,The time it takes to know when my Diff caused a regression,4,2
P1,I can determine the reason why my Diff caused issues during release,3,3
P2,I can determine the reason why my Diff caused issues during release,4,3
P3,I can determine the reason why my Diff caused issues during release,4,2
P4,I can determine the reason why my Diff caused issues during release,1,5
P5,I can determine the reason why my Diff caused issues during release,4,4
P6,I can determine the reason why my Diff caused issues during release,5,5
P7,I can determine the reason why my Diff caused issues during release,3,5
P8,I can determine the reason why my Diff caused issues during release,2,3
P9,I can determine the reason why my Diff caused issues during release,5,4
P10,I can determine the reason why my Diff caused issues during release,4,3
P11,I can determine the reason why my Diff caused issues during release,5,5
P12,I can determine the reason why my Diff caused issues during release,4,4
P13,I can determine the reason why my Diff caused issues during release,5,4
P14,I can determine the reason why my Diff caused issues during release,1,5
P15,I can determine the reason why my Diff caused issues during release,1,5
P16,I can determine the reason why my Diff caused issues during release,3,3
P17,I can determine the reason why my Diff caused issues during release,5,5
P18,I can determine the reason why my Diff caused issues during release,4,2
P19,I can determine the reason why my Diff caused issues during release,4,3
P20,I can determine the reason why my Diff caused issues during release,5,3
P21,I can determine the reason why my Diff caused issues during release,5,4
P22,I can determine the reason why my Diff caused issues during release,1,5
P23,I can determine the reason why my Diff caused issues during release,1,5
P24,I can determine the reason why my Diff caused issues during release,4,2
P25,I can determine the reason why my Diff caused issues during release,3,3
P26,I can determine the reason why my Diff caused issues during release,3,3
P27,I can determine the reason why my Diff caused issues during release,5,3
P28,I can determine the reason why my Diff caused issues during release,1,5
P29,I can determine the reason why my Diff caused issues during release,4,2
P30,I can determine the reason why my Diff caused issues during release,4,3
P31,I can determine the reason why my Diff caused issues during release,4,1
P32,I can determine the reason why my Diff caused issues during release,3,4
P33,I can determine the reason why my Diff caused issues during release,5,4
P34,I can determine the reason why my Diff caused issues during release,5,4
P35,I can determine the reason why my Diff caused issues during release,1,5
P36,I can determine the reason why my Diff caused issues during release,5,4
P37,I can determine the reason why my Diff caused issues during release,5,5
P38,I can determine the reason why my Diff caused issues during release,3,5
P39,I can determine the reason why my Diff caused issues during release,3,3
P40,I can determine the reason why my Diff caused issues during release,1,5
P41,I can determine the reason why my Diff caused issues during release,3,3
P42,I can determine the reason why my Diff caused issues during release,1,5
P43,I can determine the reason why my Diff caused issues during release,3,3
P44,I can determine the reason why my Diff caused issues during release,3,4
P45,I can determine the reason why my Diff caused issues during release,4,2
P46,I can determine the reason why my Diff caused issues during release,1,5
P47,I can determine the reason why my Diff caused issues during release,4,2
P48,I can determine the reason why my Diff caused issues during release,1,5
P49,I can determine the reason why my Diff caused issues during release,2,3
P50,I can determine the reason why my Diff caused issues during release,1,5
P51,I can determine the reason why my Diff caused issues during release,4,4
P52,I can determine the reason why my Diff caused issues during release,5,3
P53,I can determine the reason why my Diff caused issues during release,5,4
P54,I can determine the reason why my Diff caused issues during release,3,3
P55,I can determine the reason why my Diff caused issues during release,4,3
P56,I can determine the reason why my Diff caused issues during release,1,5
P57,I can determine the reason why my Diff caused issues during release,4,4
P58,I can determine the reason why my Diff caused issues during release,5,4
P59,I can determine the reason why my Diff caused issues during release,4,2
P60,I can determine the reason why my Diff caused issues during release,1,5
P61,I can determine the reason why my Diff caused issues during release,4,4
P62,I can determine the reason why my Diff caused issues during release,4,3
P1,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,5,4
P2,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,3,3
P3,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,4,3
P4,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P5,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P6,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P7,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P8,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P9,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,3,3
P10,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P11,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,5,2
P12,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,4,4
P13,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,5,2
P14,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P15,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P16,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P17,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,5,5
P18,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,3,2
P19,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,4,4
P20,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,4,3
P21,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,3,3
P22,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P23,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P24,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P25,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,3,3
P26,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P27,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,4,3
P28,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P29,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P30,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P31,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,5,1
P32,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,3,3
P33,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,5,3
P34,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,5,3
P35,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P36,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P37,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,4,3
P38,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,3,5
P39,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P40,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P41,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,4,4
P42,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P43,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,3,3
P44,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P45,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P46,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P47,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,4,4
P48,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P49,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,3,3
P50,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P51,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P52,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P53,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,4,4
P54,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,3,3
P55,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,5,3
P56,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P57,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,3,3
P58,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P59,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P60,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P61,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,3,4
P62,IF APPLICABLE Statement: Reduce the time it takes to know when my Diff is blocked in release due to regressions,1,5
P1,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",4,4
P2,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",5,4
P3,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",3,3
P4,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",1,5
P5,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",3,3
P6,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",1,5
P7,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",1,5
P8,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",1,5
P9,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",5,5
P10,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",3,3
P11,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",1,5
P12,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",3,4
P13,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",5,4
P14,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",1,5
P15,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",1,5
P16,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",4,4
P17,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",5,5
P18,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",4,3
P19,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",5,4
P20,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",4,3
P21,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",5,1
P22,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",1,5
P23,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",3,4
P24,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",4,2
P25,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",3,3
P26,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",1,5
P27,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",5,2
P28,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",4,4
P29,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",1,5
P30,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",4,3
P31,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",5,2
P32,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",3,3
P33,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",3,3
P34,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",4,3
P35,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",1,5
